Unnamed: 0,non,lin,Mac,sim,lgb,svr,cat,dct, extra,lstm,min_smape,selected_model,Null_points
NX1421,55.08049134,49.00994356,43.91601052,51.75137274,56.593149600000004,49.4809754,1000,47.39738943,56.59314962,1000,43.91601052,Mac,8760
NX1422,71.15154937,38.17116352,38.89343712,39.39729614,41.32060947,42.20061465,1000,44.3302864,41.32060947,1000,38.17116352,lin,8760
NX1423,39.99114164,32.94186602,29.83217761,28.77486585,30.32837791,31.55106582,1000,41.17058134,30.3283779,1000,28.77486585,sim,8760
NX1424,9.431417838,10.54736685,10.78399261,12.44764807,12.84516575,14.73213249,1000,14.33495187,12.84516574,1000,9.431417838,non,8760
NX1425,52.86097873,29.76149828,27.58365138,21.31650092,28.66299369,29.11483534,1000,28.13345036,28.66299371,1000,21.31650092,sim,8760
NX1426,33.9335284,39.10729398,31.99004773,29.53644764,33.72160832,36.99119934,1000,43.66070932,33.72160827,1000,29.53644764,sim,8760
NX1427,30.54950777,45.31479558,39.41994666,40.25473286,43.23373777,43.67328886,1000,50.48060643,43.23373777,1000,30.54950777,non,8760
NX1428,28.06326487,36.96437919,23.01741991,28.62230525,32.45576804,32.4613473,1000,32.92951923,32.45576808,1000,23.01741991,Mac,8760
NX1429,29.02714165,34.49933457,29.02697038,28.29398109,30.22896141,33.40594656,1000,39.11509653,30.22896144,1000,28.29398109,sim,8760
NX1430,35.4523425,41.80446083,36.89435989,36.51944747,41.45507746,43.32772625,1000,50.46885784,41.45507744,1000,35.4523425,non,8760
NX1431,11.05100235,7.807644801,7.960027157000001,8.51096064,9.325804326,9.704640800000002,1000,8.513007784,9.325804368,1000,7.807644801,lin,8760
NX1432,37.25281591,45.48177151,36.07710815,34.41266598,37.184934000000005,40.76091151,1000,45.86020729,37.184934000000005,1000,34.41266598,sim,8760
NX1433,45.752342600000006,44.71019097,46.05131579,50.89759468,54.28197598,48.87193976,1000,58.93048478,54.28197598,1000,44.71019097,lin,8760
